id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
6.94635E+18,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,a0c13ce5,d787e91b,1,0,23224,320,50,2676,0,35,100176,221
2.59369E+18,0,14102100,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4fcdbf60,c1ed9e7e,1,0,16920,320,50,1899,0,431,100077,117
3.69725E+18,0,14103002,1005,0,4ba33bb6,e2696795,75fa27f6,ecad2386,,07d7df22,a99f214a,3.69E+09,7594f139,1,0,20345,300,250,2331,2,39,100194,23
1.27738E+19,0,14103021,1005,0,85f751fd,c4e18dd6,50e219e0,8fb44044,2347f47a,f95efa07,a99f214a,d53dc1d0,d1cbe61f,1,0,21273,320,50,2443,2,39,-1,23
5.4493E+18,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,f6082115,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
1.83246E+19,1,14102321,1002,0,2fb424e8,8933dbcb,50e219e0,ecad2386,7801e8d9,07d7df22,f0009a10,7ce5831c,d10eeaaf,0,0,4687,320,50,423,2,39,100148,32
1.48107E+19,0,14102615,1002,0,f4d14b43,b3e07718,50e219e0,ecad2386,7801e8d9,07d7df22,52718957,9.95E+41,f48dcfcd,0,0,15908,320,50,1752,3,297,100081,82
2.23857E+18,0,14102210,1005,1,ba9aee1b,9eaf88fa,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9936809e,8a4875bd,1,0,21878,320,50,2526,0,35,-1,221
1.72215E+17,0,14102809,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,77c0a982,8a4875bd,1,0,22681,320,50,2528,0,39,100077,221
1.2866E+19,0,14102718,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0714b344,a0f5f879,1,0,17239,320,50,1973,3,39,100148,23
4.3944E+18,0,14102311,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,bc335145,d841c4ed,9e3836ff,1,0,21611,320,50,2480,3,297,100111,61
6.55632E+18,0,14103015,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0cd514f4,d787e91b,1,0,17894,320,50,2039,2,39,100081,32
5.67916E+18,0,14102401,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,75e79e81,fdd46e58,7abbbd5c,1,0,1038,320,50,178,3,1327,-1,15
1.07236E+19,0,14102717,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,f195f3c5,0bcabeaf,1,3,21191,320,50,2424,1,161,100192,71
9.42414E+18,0,14102803,1005,0,85f751fd,c4e18dd6,50e219e0,d2bb6502,2347f47a,8ded1f7a,c55083e1,7034a4b4,5ec45883,1,2,16263,320,50,1528,3,39,-1,23
6.53965E+18,0,14102108,1005,1,54c9941b,27f3bb88,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,b497aae0,711ee120,1,0,21665,320,50,2493,3,35,-1,117
8.75141E+17,0,14102615,1002,0,2004e0e6,891d02ac,50e219e0,ecad2386,7801e8d9,07d7df22,844bff1b,1a2f7993,4.04E+178,0,0,21789,320,50,2512,2,291,-1,52
7.39804E+18,0,14102512,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,44985de1,981edffc,1,3,21189,320,50,2424,1,161,100193,71
1.64306E+19,0,14102209,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,964b29c3,5ec45883,1,0,21768,320,50,2506,0,35,100075,157
1.70493E+19,0,14102207,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,a0f5f879,1,0,21725,320,50,2502,0,35,-1,221
1.05533E+19,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d65aa0a8,8a4875bd,1,0,15703,320,50,1722,0,35,100084,79
5.69433E+18,1,14103008,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cf4b99c,6afc734f,1,0,20214,320,50,2316,0,167,100081,16
7.8562E+18,1,14102202,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9a913a01,d4897fef,1,0,20019,300,250,2286,3,39,100076,23
1.29075E+19,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,13ba1958,0bcabeaf,1,3,21191,320,50,2424,1,161,100193,71
1.72148E+19,1,14102808,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a2371a7a,4ea23a13,1,0,20345,300,250,2331,2,39,-1,23
1.83387E+19,0,14102220,1005,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,665810f3,78d9bd10,1,0,21834,300,250,2523,0,35,100083,221
7.2653E+18,0,14102305,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,36a30aeb,1,0,15699,320,50,1722,0,35,-1,79
1.02648E+19,0,14102910,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7c22bdb,4c724214,1,0,17239,320,50,1973,3,39,-1,23
6.77074E+18,0,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,40f7a69f,cb1b16a6,be87996b,1,2,4687,320,50,423,2,39,100148,32
2.69532E+18,0,14102808,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5c303f5e,1f0bc64f,1,0,21862,320,50,2524,0,35,-1,221
1.20331E+19,1,14102211,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,96fe489f,cd5b1559,1,2,15706,320,50,1722,0,35,100084,79
1.66542E+19,0,14102304,1002,0,a16f4e1f,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,31adf458,99902448,a9b05547,0,0,5299,320,50,479,3,39,100076,23
9.20953E+18,0,14102412,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ce5917a6,496515fa,1,2,21189,320,50,2424,1,161,100190,71
1.70249E+18,0,14102618,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7a1f302c,36d749e5,1,0,15707,320,50,1722,0,35,-1,79
1.30237E+19,0,14102919,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3c82662a,03683bd4,1,0,23626,320,50,2707,3,937,100156,61
7.85848E+17,1,14102812,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f78e8123,3e7932d7,1,0,19772,320,50,2227,0,935,100077,48
1.52711E+19,0,14102908,1005,1,4c391571,5a3b8f37,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,80d94472,d787e91b,1,0,15708,320,50,1722,0,35,-1,79
6.91572E+18,0,14102414,1005,0,14c5faa4,30518255,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1ebbfb46,be6db1d7,1,0,17239,320,50,1973,3,39,-1,23
1.94018E+18,0,14102613,1005,2,424f0ecf,8a704386,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,2cd150a7,0153a639,1,0,19665,320,50,2253,2,303,-1,52
1.42248E+17,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,a0e51c29,2de871e6,1,0,23804,320,50,2726,3,803,-1,229
1.56426E+19,0,14102217,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,cad4c01d,1,0,9478,320,50,906,3,1451,100156,61
1.14115E+19,0,14102706,1005,1,636f3a62,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f92a51a2,04f5b394,1,0,16615,320,50,1863,3,39,-1,23
1.48801E+19,0,14102603,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7d54bf3,5ec45883,1,0,19771,320,50,2227,0,679,-1,48
8.41382E+18,0,14102913,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6e7f1926,7dc3b26e,1,0,15701,320,50,1722,0,35,-1,79
9.05835E+18,0,14103008,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f9acc893,d787e91b,1,0,23442,320,50,2686,2,35,-1,90
7.8048E+18,0,14102307,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,3e7ff0a6,f970000e,1,0,20352,320,50,2333,0,39,-1,157
7.83592E+18,0,14102519,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d68cfedb,d787e91b,1,0,16858,320,50,1887,3,39,100200,23
1.24729E+19,0,14102604,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,317d22a3,ecb851b2,1,0,8330,320,50,761,3,175,100081,23
1.01334E+19,0,14102909,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,72b6f2d3,0cf1997d,aaffed8f,1,0,23168,320,50,2668,0,43,-1,221
1.23276E+19,1,14102805,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f317e9f8,c6263d8a,1,0,22676,320,50,2616,0,35,-1,51
5.57341E+18,0,14102412,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,54cf69e3,f48f1795,1,0,17037,320,50,1934,2,39,-1,16
7.97255E+18,0,14102806,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de8181b3,68b6db2c,1,0,20251,320,50,2323,0,687,100081,48
1.24237E+19,0,14102508,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,cad4c01d,1,0,22288,320,50,2572,3,297,100156,42
6.86585E+18,0,14102606,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c56bc8d5,d6e0e6ff,1,0,18854,320,50,1882,3,35,100013,13
6.69679E+18,0,14102808,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0249cbf5,76dc4769,1,0,22681,320,50,2528,0,39,100081,221
1.63547E+19,0,14102316,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,386c8e7e,65ab3c94,1f0bc64f,1,0,20634,320,50,2374,3,39,-1,23
7.84026E+17,0,14102106,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,77dc54b2,5cd3de24,04f5b394,1,2,375,320,50,112,3,1319,-1,15
1.60749E+19,0,14102607,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c4b6ac5a,d787e91b,1,0,8330,320,50,761,3,175,100081,23
1.31192E+19,1,14102504,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,91b365f2,4ea23a13,1,0,15706,320,50,1722,0,35,-1,79
1.36438E+19,0,14102514,1002,0,3e447381,49772f16,50e219e0,ecad2386,7801e8d9,07d7df22,a3dcc00b,c7ae1d43,c4a565e1,0,0,17081,320,50,1921,3,47,100081,23
1.27189E+18,1,14102416,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5da4a231,8a4875bd,1,0,19950,320,50,1800,3,167,100077,23
1.34297E+19,0,14102917,1005,0,85f751fd,c4e18dd6,50e219e0,de77f79f,7801e8d9,0f2161f8,e1b61d47,d78d9433,04f5b394,1,0,22624,320,50,2374,3,39,-1,23
1.78344E+17,0,14102708,1005,0,a8c88b36,3fa3aa64,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5a226fea,78d9bd10,1,0,19771,320,50,2227,0,935,-1,48
3.99808E+18,0,14102111,1005,0,85f751fd,c4e18dd6,50e219e0,0802b363,d9b5648e,0f2161f8,a99f214a,dcc9595a,72a00661,1,0,21748,728,90,2504,3,41,100162,111
4.34088E+18,0,14102908,1005,1,3281baa7,61eac15d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d4e4ea86,91c9c83e,1,0,16263,320,50,1528,3,39,100075,23
5.75117E+18,0,14102105,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,50703431,1f0bc64f,1,0,8330,320,50,761,3,175,100079,23
1.16794E+19,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,8a5762f5,2891f384,1,2,23454,320,50,2688,1,33,100176,212
1.339E+19,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,4b08f369,2347f47a,0f2161f8,a99f214a,e256ae46,cc1b551e,1,2,21767,320,50,2506,0,35,-1,157
5.96338E+18,0,14102720,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9e029774,0d9ae625,1,0,17212,320,50,1887,3,39,-1,23
1.66227E+19,0,14102114,1005,0,85f751fd,c4e18dd6,50e219e0,197b4f7f,2347f47a,09481d60,666e1022,3eba20ba,ee007ad3,1,0,19251,320,50,2201,3,35,-1,43
1.83845E+19,0,14102815,1005,1,42038ab6,0445c666,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f85380a5,be6db1d7,1,0,22743,320,50,2637,3,35,100188,23
6.80778E+18,0,14102521,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,43b35ee2,496515fa,1,3,21191,320,50,2424,1,161,100193,71
1.33524E+19,0,14102819,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,c3abae3c,6b9769f2,5096d134,1,0,23430,320,50,2683,1,163,-1,212
8.81884E+18,0,14102900,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,627f8a14,76dc4769,1,0,22257,320,50,2545,0,167,100084,221
1.26521E+18,1,14102302,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,10fac036,cd5b1559,1,2,14265,320,50,1526,2,169,100111,35
1.50054E+19,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,8b28c305,45229837,4ea23a13,1,0,21153,320,50,2420,2,35,-1,69
1.71549E+19,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,61fe0ade,95a0fb49,1,0,21768,320,50,2506,0,35,-1,157
5.76464E+18,0,14102214,1005,0,97430aa8,132080af,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5b5d42ae,779d90c2,1,0,21789,320,50,2512,2,303,-1,52
9.4853E+18,0,14102217,1005,1,ba9aee1b,9eaf88fa,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,36268755,3031bea0,1,0,19771,320,50,2227,0,679,-1,48
1.27661E+19,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,a613c1f0,e211cf54,1,0,21153,320,50,2420,2,35,-1,69
7.12684E+18,1,14102518,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b956c84c,e9b8d8d7,1,0,15704,320,50,1722,0,35,100083,79
6.59971E+18,0,14102920,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,9bbdb88c,1,0,23626,320,50,2707,3,937,100156,61
3.08059E+18,0,14102823,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,7fda3136,88965521,1ccc7835,1,0,23390,320,50,2681,1,419,100084,212
5.29329E+18,0,14102901,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,132036dc,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
4.54446E+18,1,14102123,1010,1,85f751fd,c4e18dd6,50e219e0,0cc31c96,7801e8d9,0f2161f8,d6e0a1b3,279f172f,e80914d5,5,2,21793,728,90,2513,3,35,-1,68
4.80049E+18,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,be7bbf93,2347f47a,cef3e649,59e45977,3359571a,9ba9e05b,1,0,377,320,50,112,3,1319,-1,15
1.79038E+18,0,14102314,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bc5de882,711ee120,1,0,15702,320,50,1722,0,35,-1,79
5.03262E+18,0,14103014,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,77d1e2ab,76dc4769,1,0,24036,320,50,2755,0,35,100074,76
1.26675E+19,0,14102111,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b36813e3,1ccc7835,1,0,19251,320,50,2201,3,35,-1,43
1.62216E+19,0,14102119,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ee1eb83e,1ccc7835,1,0,21757,320,50,2502,0,35,100083,221
4.45377E+18,0,14102915,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,49719962,4258293,1,0,19772,320,50,2227,0,935,100075,48
2.13997E+18,0,14103014,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c0db2cc6,5db079b5,1,2,22104,320,50,2545,0,431,100084,221
1.084E+19,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,9d6c8020,a53d68c3,1,0,21822,320,50,2520,2,34,-1,90
1.43752E+19,0,14102601,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,293291c1,1,0,6392,320,50,547,3,47,-1,23
1.60908E+19,0,14102912,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,a38442a2,4c9a62fd,1,0,23814,320,50,2727,1,35,-1,251
2.57808E+18,1,14102403,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,68ff81f7,1f0bc64f,1,0,16615,320,50,1863,3,39,-1,23
2.8156E+18,0,14102518,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,c4d702ca,0bcabeaf,1,3,21191,320,50,2424,1,161,100191,71
1.19155E+19,1,14102516,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c8734247,5ec45883,1,0,20251,320,50,2323,0,687,100081,48
1.76357E+19,0,14102601,1002,0,3d2a9fda,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,06cdf406,57a870c9,cb1b20fc,0,0,22548,320,50,2601,2,167,100074,23
9.59563E+17,1,14102101,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3b67d4fb,b7c5bc1f,1,0,19665,320,50,2253,2,303,-1,52
1.07372E+19,0,14102605,1005,0,85f751fd,c4e18dd6,50e219e0,4c748806,2347f47a,0f2161f8,a99f214a,9aaa6f78,d6361d58,1,2,6393,320,50,547,3,47,-1,23
4.61961E+18,0,14102303,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f3aff5c4,0eb711ec,1,0,15705,320,50,1722,0,35,-1,79
1.46548E+19,0,14103008,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,7eef184d,1,0,20108,320,50,2299,2,1327,-1,52
5.0632E+18,0,14102520,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,2b0b0029,f4fffcd0,1,0,20508,320,50,2351,3,163,-1,61
1.29687E+19,0,14102715,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1d6b1f10,76dc4769,1,0,19950,320,50,1800,3,167,100075,23
1.0276E+19,0,14102404,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f1783ce6,abac2ce5,1,0,15707,320,50,1722,0,35,100083,79
4.32055E+18,0,14102901,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fbe06409,5096d134,1,0,22683,320,50,2528,0,39,-1,221
1.58044E+19,1,14102708,1002,0,c54454a2,b9c2a69c,50e219e0,ecad2386,7801e8d9,07d7df22,61a19af6,042df793,44b7a49b,0,0,5299,320,50,479,3,39,100077,23
1.60123E+19,0,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,519cb935,0bcabeaf,1,3,21189,320,50,2424,1,161,100193,71
1.57819E+19,0,14102811,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b3493232,edead9f4,1,0,23123,320,50,2524,0,423,-1,221
1.67801E+19,0,14102517,1005,0,85f751fd,c4e18dd6,50e219e0,000d6291,2347f47a,0f2161f8,f310e219,192839c9,6d44e29a,1,3,20382,320,50,1740,3,943,100059,100
8.81408E+18,0,14102612,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,241bbefc,36d749e5,1,0,15707,320,50,1722,0,35,-1,79
1.59345E+19,0,14102704,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,f60c2fd3,1,0,22267,320,50,2566,3,47,100156,42
1.33486E+19,0,14102505,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fc36e82c,0e010a30,1,0,16687,320,50,1872,3,39,-1,23
1.46826E+19,1,14102716,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,35a38720,44801bc1,1,0,20108,320,50,2299,2,1327,-1,52
1.49845E+19,0,14102110,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b899c6dc,3e7932d7,1,0,20251,320,50,2323,0,687,100081,48
8.67008E+18,0,14102304,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,aaca87a0,84ebbcd4,1,0,22114,320,50,2547,2,35,100081,13
1.83697E+19,0,14102619,1005,0,85f751fd,c4e18dd6,50e219e0,aaf0fa87,2347f47a,cef3e649,690fbec4,f82f4f88,2891f384,1,2,16408,320,50,1835,1,431,100012,71
1.54627E+19,0,14102616,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,98a12af7,a0f5f879,1,0,15704,320,50,1722,0,35,-1,79
1.21154E+19,0,14102923,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,cb6674d0,c89994aa,4ea23a13,1,0,15701,320,50,1722,0,35,100084,79
8.30851E+18,0,14102205,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c899c412,04f5b394,1,0,21790,320,50,2513,3,35,-1,68
1.38372E+19,0,14102907,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5263422d,779d90c2,1,0,19772,320,50,2227,0,935,-1,48
3.12607E+17,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,704ebe0f,1ccc7835,1,0,23221,320,50,2676,0,35,100176,221
3.78229E+18,0,14102307,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,23efefd8,36b8f4c5,1,0,21991,320,50,2533,0,675,-1,48
1.36949E+19,0,14102201,1005,0,85f751fd,c4e18dd6,50e219e0,d30738e3,2347f47a,0f2161f8,a99f214a,9e6cf143,cd5b1559,1,2,21611,320,50,2480,3,297,100111,61
1.73817E+19,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4ad9cc1a,711ee120,1,0,15705,320,50,1722,0,35,-1,79
9.96419E+18,0,14102408,1005,0,85f751fd,c4e18dd6,50e219e0,39449abd,d9b5648e,0f2161f8,a99f214a,350a3b15,72a00661,1,0,16841,320,50,1884,1,43,100057,71
1.71653E+19,1,14102404,1005,0,97c9ac6a,5baa6f69,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,ac59b6b1,684581ce,1,0,15708,320,50,1722,0,35,-1,79
3.54478E+18,0,14102321,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,de15cc92,36d749e5,1,0,21761,320,50,2502,0,39,-1,221
8.85934E+17,0,14102112,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,66d8efc7,8a4875bd,1,0,20005,320,50,2283,0,163,-1,95
2.71352E+18,0,14102516,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5330245a,88fe1d5d,1,0,19772,320,50,2227,0,679,100077,48
1.14639E+19,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,3aee2c49,2ea4f8ba,1,0,20508,320,50,2351,3,163,100020,61
1.18067E+19,0,14102711,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7c56acf7,4ea23a13,1,0,20634,320,50,2374,3,39,-1,23
3.26586E+18,1,14102904,1002,0,d1a51189,93ab6716,50e219e0,ecad2386,7801e8d9,07d7df22,ee296145,b455953f,1da119e0,0,0,21789,320,50,2512,2,291,-1,52
1.17963E+19,0,14102817,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,231b12b2,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
1.28363E+19,0,14102808,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f9298978,8a4875bd,1,0,22682,320,50,2528,0,39,-1,221
4.93772E+18,0,14102512,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,da75008f,77bf3c3c,1,2,17016,320,50,1873,3,39,100060,23
1.24467E+18,0,14102915,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3c847d9e,5096d134,1,0,15706,320,50,1722,0,35,-1,79
7.17249E+18,0,14103015,1005,0,c36224b6,5218cef0,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,092f6cdf,d787e91b,1,0,22607,300,250,2610,3,167,100200,23
1.20237E+18,0,14102205,1005,0,c5944aac,2d235ae0,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dd07a122,3e72ab6c,1,0,21790,320,50,2513,3,35,-1,68
